epoch,train_classification_loss,validation_loss,worst_condition_balanced_accuracy
1,0.6893551518440246,0.681511402130127,0.8664999902248383
2,0.6750432858467103,0.6680021286010742,0.9449999928474426
3,0.6612272070884705,0.655007541179657,0.9354999959468842
4,0.64787993850708,0.6423985362052917,0.9369999766349792
5,0.6349340563774108,0.6301042437553406,0.9479999840259552
6,0.6223403433799743,0.6181314587593079,0.9535000026226044
7,0.610043797492981,0.6064921617507935,0.9594999849796295
8,0.5981067084312439,0.59513920545578,0.9639999866485596
9,0.5864772037506103,0.584074079990387,0.9684999883174896
10,0.5751532628059387,0.5732953548431396,0.9699999988079071
11,0.5641003581047058,0.5628360509872437,0.972000002861023
12,0.5533968334197998,0.552623450756073,0.9735000133514404
13,0.5429525176048279,0.5426825284957886,0.9735000133514404
14,0.5327649349212646,0.533031165599823,0.9745000004768372
15,0.5229026071548462,0.523597240447998,0.9755000174045563
16,0.5132778230667114,0.5144422650337219,0.9754999876022339
17,0.5039163920879364,0.505546510219574,0.9749999940395355
18,0.49482015705108645,0.4968702793121338,0.9755000174045563
19,0.48595746383666993,0.4884132444858551,0.9760000109672546
20,0.47735644092559815,0.48017287254333496,0.9760000109672546
21,0.468962841129303,0.4721522033214569,0.9760000109672546
22,0.4607925570487976,0.46437159180641174,0.9760000109672546
23,0.4528727466583252,0.45677611231803894,0.9760000109672546
24,0.4451395464897156,0.44937628507614136,0.9770000278949738
25,0.4376205580711365,0.442160040140152,0.9775000214576721
26,0.43029646501541136,0.4351499080657959,0.9775000214576721
27,0.4231707426071167,0.4282918870449066,0.9775000214576721
28,0.4162279658317566,0.42164087295532227,0.9780000150203705
29,0.40947526478767393,0.41516292095184326,0.9779999852180481
30,0.40289384989738464,0.40882670879364014,0.9779999852180481
31,0.39647757272720335,0.40266814827919006,0.9779999852180481
32,0.39024499402046203,0.39665883779525757,0.9784999787807465
33,0.38414700360298154,0.3907981216907501,0.9784999787807465
34,0.3782222716331482,0.3850878179073334,0.9784999787807465
35,0.3724443772792816,0.3794881999492645,0.9784999787807465
36,0.3668097104072571,0.37404581904411316,0.9784999787807465
37,0.3613200705051422,0.36874136328697205,0.9784999787807465
38,0.3559571897029877,0.36357542872428894,0.9784999787807465
39,0.35074048924446105,0.35852962732315063,0.9784999787807465
40,0.34564618282318116,0.35359489917755127,0.9784999787807465
41,0.3406737966537476,0.3487662971019745,0.9784999787807465
42,0.33582331075668337,0.34405601024627686,0.9784999787807465
43,0.331090563583374,0.3394620418548584,0.9784999787807465
44,0.32647866215705873,0.3349902331829071,0.9784999787807465
45,0.32196221647262574,0.3305867910385132,0.9784999787807465
46,0.31755942049026487,0.32630038261413574,0.9784999787807465
47,0.3132625479698181,0.32211244106292725,0.9784999787807465
48,0.30906345205307006,0.318050354719162,0.9790000021457672
49,0.30495399222373964,0.31406307220458984,0.9790000021457672
50,0.30094447565078736,0.31015700101852417,0.9799999892711639
51,0.2970312527656555,0.30631110072135925,0.9794999957084656
52,0.2932006313800812,0.30258888006210327,0.9799999892711639
53,0.2894546935081482,0.2989206314086914,0.9799999892711639
54,0.2857972523212433,0.2953232526779175,0.9799999892711639
55,0.2822097538471222,0.2918471395969391,0.9799999892711639
56,0.2787114429950714,0.28843122720718384,0.9804999828338623
57,0.27528090815544126,0.28506287932395935,0.9804999828338623
58,0.2719312810897827,0.28177571296691895,0.9804999828338623
59,0.26864676241874696,0.27854710817337036,0.9810000061988831
60,0.26544247188568115,0.2753753662109375,0.9810000061988831
61,0.26229684410095216,0.27232101559638977,0.9814999997615814
62,0.2592184302806854,0.2692718505859375,0.9814999997615814
63,0.25620269780158994,0.2663414776325226,0.9814999997615814
64,0.25324810433387757,0.26341983675956726,0.9814999997615814
65,0.2503554360628128,0.26059186458587646,0.9820000231266022
66,0.24752392375469207,0.2577706575393677,0.9820000231266022
67,0.24474461510181428,0.25504446029663086,0.9820000231266022
68,0.24202325279712678,0.252373605966568,0.9820000231266022
69,0.23935312306880951,0.24974973499774933,0.9825000166893005
70,0.23673837549686433,0.247147798538208,0.9820000231266022
71,0.23417250480651855,0.24462676048278809,0.9825000166893005
