epoch,train_classification_loss,validation_loss,worst_condition_balanced_accuracy
1,0.6769580990433693,0.6584811806678772,0.9065000116825104
2,0.6397037155151367,0.6249403357505798,0.9239999949932098
3,0.6055476133644581,0.5938587784767151,0.9364999830722809
4,0.5739267285525799,0.5650967955589294,0.9504999816417694
5,0.5445764463484287,0.5383961200714111,0.9480000138282776
6,0.51744840695858,0.5135022401809692,0.94200000166893
7,0.4922771165013313,0.49048829078674316,0.9370000064373016
8,0.4689677473664284,0.4690256416797638,0.9375
9,0.4473655638754368,0.4491760730743408,0.9365000128746033
10,0.4273703983783722,0.4306167960166931,0.9370000064373016
11,0.40878213825821874,0.4134361445903778,0.9339999854564667
12,0.39150486406981944,0.3973168134689331,0.934499979019165
13,0.37542657596468926,0.3823234438896179,0.934499979019165
14,0.3605030648589134,0.36830583214759827,0.934499979019165
15,0.3465465783447027,0.355304479598999,0.9325000047683716
16,0.33352593507468703,0.34303686022758484,0.9325000047683716
17,0.3213462006241083,0.3315262794494629,0.9319999814033508
18,0.3099337794542313,0.3207436800003052,0.9314999878406525
19,0.2992242973059416,0.31060919165611267,0.9314999878406525
20,0.28917416958212855,0.3010352551937103,0.9314999878406525
21,0.27973615111112593,0.2920381724834442,0.9314999878406525
22,0.2708314931988716,0.28345707058906555,0.9314999878406525
23,0.26244943924546243,0.2753705084323883,0.9319999814033508
24,0.25454886793494225,0.2677255868911743,0.93299999833107
25,0.24704952684193848,0.26061153411865234,0.9319999814033508
26,0.23996651617586612,0.2537011206150055,0.93299999833107
27,0.2332508507028222,0.2472490668296814,0.93299999833107
28,0.22688407124131918,0.2409822940826416,0.9340000152587891
29,0.22083697107434272,0.23504604399204254,0.9350000023841858
30,0.21509590768516063,0.22947187721729279,0.9350000023841858
31,0.209629401935637,0.22398976981639862,0.9354999959468842
32,0.20439344976097346,0.21894340217113495,0.9359999895095825
33,0.19944525579810143,0.21413277089595795,0.9359999895095825
34,0.19468081347048283,0.20934367179870605,0.9370000064373016
35,0.19013860237598418,0.204900860786438,0.9370000064373016
36,0.18580828531980514,0.20058566331863403,0.9379999935626984
37,0.18165072983056307,0.19640971720218658,0.9379999935626984
38,0.17768252463936807,0.192514106631279,0.9385000169277191
39,0.1738676969960332,0.18857458233833313,0.9395000040531158
40,0.17019448723047972,0.1850079894065857,0.9390000104904175
41,0.16666612129658462,0.18146571516990662,0.9390000104904175
42,0.1632830439388752,0.17801178991794586,0.9404999911785126
43,0.16002932279258966,0.17489472031593323,0.9390000104904175
44,0.15689817402213813,0.17169307172298431,0.9404999911785126
45,0.15388959535956384,0.16865360736846924,0.9410000145435333
46,0.15096933931559325,0.1657414734363556,0.9415000081062317
47,0.1481645524471998,0.16292878985404968,0.9415000081062317
48,0.14545842417180538,0.16014757752418518,0.94200000166893
49,0.14284150357395412,0.15745510160923004,0.9424999952316284
50,0.14031604691147803,0.15490727126598358,0.9434999823570251
51,0.13787530642673373,0.15244317054748535,0.9434999823570251
52,0.13551182100996376,0.15000496804714203,0.9434999823570251
53,0.13322516064867376,0.14766629040241241,0.9434999823570251
54,0.13101126783713699,0.14545363187789917,0.9434999823570251
55,0.12886939439699055,0.14326244592666626,0.9434999823570251
56,0.12678518690615892,0.14117982983589172,0.9444999992847443
57,0.12477291316762566,0.139093816280365,0.9444999992847443
58,0.12281497807279229,0.13708946108818054,0.9444999992847443
59,0.12091675193533301,0.13511264324188232,0.9449999928474426
60,0.1190734181664884,0.13319087028503418,0.9449999928474426
61,0.11727933627292514,0.13133607804775238,0.9449999928474426
62,0.11553108856901527,0.12963125109672546,0.9449999928474426
63,0.11384012130871415,0.12787148356437683,0.945499986410141
64,0.11219522346705198,0.1262654811143875,0.9449999928474426
65,0.11059327203333377,0.12453208118677139,0.9465000033378601
66,0.10902860739156604,0.12284958362579346,0.9474999904632568
67,0.10750245882868767,0.1213659942150116,0.9474999904632568
68,0.10601998552531004,0.119838185608387,0.948500007390976
69,0.1045769004881382,0.11834274977445602,0.9490000009536743
70,0.10316849484741687,0.11686073988676071,0.9494999945163727
71,0.10179073783010244,0.11545976251363754,0.9494999945163727
72,0.10045501458272338,0.11405742168426514,0.949999988079071
73,0.09915033922865987,0.11275172978639603,0.949999988079071
74,0.09786873805299401,0.11137691885232925,0.949999988079071
75,0.09663118561282753,0.11004062741994858,0.949999988079071
76,0.09540407009273767,0.10881222784519196,0.949999988079071
77,0.09421076063662767,0.10764404386281967,0.949999988079071
78,0.09305867180004716,0.1065007820725441,0.949999988079071
79,0.09191275841221214,0.10523667186498642,0.9519999921321869
80,0.09080531140118837,0.1040726825594902,0.9519999921321869
81,0.08972138736769557,0.10296745598316193,0.9524999856948853
82,0.08866291989311575,0.10181192308664322,0.9539999961853027
83,0.08761478535607457,0.10079195350408554,0.9539999961853027
84,0.08659406999722123,0.09973027557134628,0.9539999961853027
85,0.08559525337144733,0.09868991374969482,0.9535000026226044
86,0.08461410841271282,0.09766364842653275,0.9535000026226044
87,0.08366322998479009,0.09666778892278671,0.9535000026226044
88,0.08271857971325516,0.09569234400987625,0.9535000026226044
89,0.0817987146615982,0.09468205273151398,0.9544999897480011
90,0.0808945021726191,0.09382776916027069,0.9539999961853027
91,0.08001213758997619,0.09294585883617401,0.9539999961853027
92,0.07914892812296748,0.09202462434768677,0.9549999833106995
93,0.07829721264988183,0.09114377200603485,0.9549999833106995
94,0.07746569002047181,0.09027216583490372,0.9549999833106995
95,0.0766499444179237,0.08946897089481354,0.9549999833106995
96,0.07584666610397399,0.08852341026067734,0.9549999833106995
97,0.07505579331964254,0.08773436397314072,0.9555000066757202
98,0.07428304366543889,0.08691450208425522,0.9555000066757202
99,0.07352435858920217,0.0861261859536171,0.9560000002384186
100,0.0727774739895016,0.08534803241491318,0.9560000002384186
