epoch,train_classification_loss,validation_loss,worst_condition_balanced_accuracy
1,0.6747309376120567,0.6353502869606018,0.8160000145435333
2,0.5488022560060024,0.4268869161605835,0.9339999854564667
3,0.291516592502594,0.17962372303009033,0.9410000145435333
4,0.11884244811981916,0.08846516162157059,0.9449999928474426
5,0.06455623245313763,0.059818707406520844,0.9589999914169312
6,0.046299664726480845,0.047699861228466034,0.9670000076293945
7,0.03663031970113516,0.04093462973833084,0.9679999947547913
8,0.0305820259174332,0.03652515262365341,0.9699999988079071
9,0.02631342212893069,0.033621396869421005,0.9710000157356262
10,0.02349514057068154,0.030919890850782394,0.9794999957084656
11,0.02075172133957967,0.02941766381263733,0.9799999892711639
12,0.018431253695953637,0.028258783742785454,0.9805000126361847
13,0.016783692895341665,0.027139440178871155,0.9810000061988831
14,0.015371934659127146,0.026369286701083183,0.9814999997615814
15,0.014186199602764099,0.025814566761255264,0.9830000102519989
16,0.013278564378898591,0.02532757818698883,0.9830000102519989
17,0.01234931448814459,0.025420071557164192,0.9810000061988831
18,0.011189779416006058,0.02503291890025139,0.9819999933242798
19,0.010528863364551217,0.024499554187059402,0.984499990940094
20,0.00956318226850126,0.02462160214781761,0.984499990940094
21,0.009034257589560002,0.02438938058912754,0.9850000143051147
22,0.008332390250265598,0.024147450923919678,0.984499990940094
23,0.007861331303580663,0.02417161874473095,0.9860000014305115
24,0.007390957628749311,0.02379552833735943,0.9860000014305115
25,0.006781279967632145,0.02397371456027031,0.9855000078678131
26,0.006593081191764213,0.02383759431540966,0.987500011920929
27,0.006316200280096382,0.024577077478170395,0.9854999780654907
28,0.005518206922535319,0.024036115035414696,0.9869999885559082
29,0.00581023556580767,0.024699516594409943,0.9870000183582306
30,0.005356815357157029,0.024274403229355812,0.9874999821186066
31,0.004653624702966772,0.02447839081287384,0.9864999949932098
32,0.004590276250301395,0.024333730340003967,0.9874999821186066
33,0.004808719790889882,0.02435753121972084,0.9874999821186066
34,0.0038581375751877206,0.024669982492923737,0.9869999885559082
35,0.0038195293503231367,0.024719510227441788,0.9874999821186066
36,0.003719118944311049,0.02510415017604828,0.9869999885559082
